routablemask_link,routablemask_link/_text,routablemask_link/_title,routablemask_link_numbers,routablemask_content,imagebadge_value,imagebadge_value_numbers,routable_link,routable_link/_text,routable_link/_title,routable_link_numbers,listingtype_value,pricelarge_value,pricelarge_value_prices,propertyinfo_value,propertyinfo_value_numbers,fineprint_value,fineprint_value_numbers,tozcount_number,tozfresh_value,tablegrouped_values,tablegrouped_values_prices,"_PAGE_NUMBER"
"http://www.zillow.com/homedetails/122-Forsyth-St-APT-3B-New-York-NY-10002/2112150912_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/122-Forsyth-St-APT-3B-New-York-NY-10002/2112150912_zpid/","122 Forsyth St APT 3B, New York, NY10002","122 Forsyth St APT 3B, New York, NY Real Estate","122; 3","Apartment For Rent","$2,530/mo","2530","1 bd • 1 ba","1; 1","","","","","","","5"
"http://www.zillow.com/homedetails/371-Broome-St-APT-10-New-York-NY-10013/2100801841_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/371-Broome-St-APT-10-New-York-NY-10013/2100801841_zpid/","371 Broome St APT 10, New York, NY10013","371 Broome St APT 10, New York, NY Real Estate","371; 10","Apartment For Rent","$2,600/mo","2600","2 bds • 1 ba","2; 1","","","","","","","5"
"http://www.zillow.com/b/151-Allen-St-New-York-NY/40.720793,-73.989762_ll/","7 photos","","7","","7 photos","7","http://www.zillow.com/b/151-Allen-St-New-York-NY/40.720793,-73.989762_ll/","151 Allen St","151 Allen St APT 6F, New York, NY Real Estate","151","Apartments For Rent","","","151 Allen St, New York, NY","151","2 matching units","2","","","Studios $2,100+ 1.0 ba 314+ sqft","2100","5"
"http://www.zillow.com/homedetails/385-S-End-Ave-APT-5E-New-York-NY-10280/2100805988_zpid/","1 photo","","1","","1 photo","1","http://www.zillow.com/homedetails/385-S-End-Ave-APT-5E-New-York-NY-10280/2100805988_zpid/","385 S End Ave APT 5E, New York, NY10280","385 S End Ave APT 5E, New York, NY Real Estate","385; 5","Apartment For Rent","$2,730/mo","2730","Studio • 1 ba • 483 sqft","1; 483","","","","","","","5"
"http://www.zillow.com/b/403-E-8th-St-New-York-NY/40.72435,-73.97748_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/403-E-8th-St-New-York-NY/40.72435,-73.97748_ll/","403 E 8th St","403 E 8th St APT 4, New York, NY Real Estate","403; 8","Apartments For Rent","","","403 E 8th St, New York, NY","403; 8","2 matching units","2","","","1 Bedrooms $2,400+ 1.0 ba -- sqft","2400","5"
"http://www.zillow.com/homedetails/101-Allen-St-APT-2A-New-York-NY-10002/31496237_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/101-Allen-St-APT-2A-New-York-NY-10002/31496237_zpid/","101 Allen St APT 2A, New York, NY10002","101 Allen St APT 2A, New York, NY Real Estate","101; 2","Apartment For Rent","$2,350/mo","2350","1 bd • 1 ba • 326 sqft • Built 1900","1; 1; 326; 1900","","","","","","","5"
"http://www.zillow.com/homedetails/33-Henry-St-APT-3-New-York-NY-10002/2108055566_zpid/","","","","","","","http://www.zillow.com/homedetails/33-Henry-St-APT-3-New-York-NY-10002/2108055566_zpid/","33 Henry St APT 3, New York, NY10002","33 Henry St APT 3, New York, NY Real Estate","33; 3","Apartment For Rent","$2,595/mo","2595","1 bd • 1 ba • Built 1930","1; 1; 1930","","","","","","","5"
"http://www.zillow.com/b/37-wall-street-new-york-ny-5XSsKG/","7 photos","","7","","7 photos","7","http://www.zillow.com/b/37-wall-street-new-york-ny-5XSsKG/","37 Wall Street","37 Wall St APT 18R, New York, NY Real Estate","37","Apartments For Rent","","","37 Wall St, New York, NY","37","2 matching units","2","","","Studios $2,650+ 1.0 ba 486+ sqft","2650","5"
"http://www.zillow.com/b/152-Orchard-St-New-York-NY/40.72072,-73.98863_ll/","6 photos","","6","","6 photos","6","http://www.zillow.com/b/152-Orchard-St-New-York-NY/40.72072,-73.98863_ll/","152 Orchard St","152 Orchard St APT 3C, New York, NY Real Estate","152","Apartments For Rent","","","152 Orchard St, New York, NY","152","2 matching units","2","","","Studios $2,495 -- ba -- sqft; 1 Bedrooms $2,600 -- ba 650 sqft","2495; 2600","5"
"http://www.zillow.com/b/619-E-5th-St-New-York-NY/40.72366,-73.981_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/619-E-5th-St-New-York-NY/40.72366,-73.981_ll/","619 E 5th St","619 E 5th St APT 10-W, New York, NY Real Estate","619; 5","Apartments For Rent","","","619 E 5th St, New York, NY","619; 5","4 matching units","4","","","Studios $1,950+ 1.0 ba -- sqft; 1 Bedrooms $1,925+ 1.0 ba -- sqft","1950; 1925","5"
"http://www.zillow.com/b/116-John-St-New-York-NY/40.70747,-74.0059_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/116-John-St-New-York-NY/40.70747,-74.0059_ll/","116 John St","116 John St APT 1910, New York, NY Real Estate","116","Apartments For Rent","","","116 John St, New York, NY","116","8 matching units","8","","","Studios $2,495+ 1.0 ba -- sqft; 1 Bedrooms $2,950 1.0 ba -- sqft","2495; 2950","6"
"http://www.zillow.com/b/161-Prince-St-New-York-NY/40.72616,-74.00121_ll/","1 photo","","1","","1 photo","1","http://www.zillow.com/b/161-Prince-St-New-York-NY/40.72616,-74.00121_ll/","161 Prince St","161 Prince St APT 2, New York, NY Real Estate","161","Apartments For Rent","","","161 Prince St, New York, NY","161","2 matching units","2","","","1 Bedrooms $2,250+ 1.0 ba 258+ sqft","2250","6"
"http://www.zillow.com/homedetails/109-Ludlow-St-APT-12-New-York-NY-10002/2109669641_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/109-Ludlow-St-APT-12-New-York-NY-10002/2109669641_zpid/","109 Ludlow St APT 12, New York, NY10002","109 Ludlow St APT 12, New York, NY Real Estate","109; 12","Apartment For Rent","$2,675/mo","2675","1 bd • 1 ba • 475 sqft","1; 1; 475","","","","","","","6"
"http://www.zillow.com/homedetails/185-Grand-St-1-New-York-NY-10013/2100812012_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/185-Grand-St-1-New-York-NY-10013/2100812012_zpid/","185 Grand St # 1, New York, NY10013","185 Grand St # 1, New York, NY Real Estate","185; 1","Apartment For Rent","$2,995/mo","2995","1 bd • 1 ba","1; 1","","","","","","","6"
"http://www.zillow.com/homedetails/174-Delancey-St-APT-11F-New-York-NY-10002/2100812013_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/174-Delancey-St-APT-11F-New-York-NY-10002/2100812013_zpid/","174 Delancey St APT 11F, New York, NY10002","174 Delancey St APT 11F, New York, NY Real Estate","174; 11","Apartment For Rent","$2,295/mo","2295","1 bd • 1 ba","1; 1","","","","","","","6"
"http://www.zillow.com/homedetails/20-Exchange-Pl-3206-New-York-NY-10005/2143356147_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/20-Exchange-Pl-3206-New-York-NY-10005/2143356147_zpid/","20 Exchange Pl # 3206, New York, NY10005","20 Exchange Pl # 3206, New York, NY Real Estate","20; 3206","Apartment For Rent","$2,515/mo","2515","Studio • 1 ba","1","","","","","","","6"
"http://www.zillow.com/homedetails/23-Orchard-St-APT-7-New-York-NY-10002/2100813205_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/23-Orchard-St-APT-7-New-York-NY-10002/2100813205_zpid/","23 Orchard St APT 7, New York, NY10002","23 Orchard St APT 7, New York, NY Real Estate","23; 7","Apartment For Rent","$2,350/mo","2350","1 bd • 1 ba","1; 1","","","","","","","6"
"http://www.zillow.com/homedetails/58-Kenmare-St-APT-12A-New-York-NY-10012/2100813207_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/58-Kenmare-St-APT-12A-New-York-NY-10012/2100813207_zpid/","58 Kenmare St APT 12A, New York, NY10012","58 Kenmare St APT 12A, New York, NY Real Estate","58; 12","Apartment For Rent","$2,999/mo","2999","1 bd • 1 ba","1; 1","","","","","","","6"
"http://www.zillow.com/b/Cocoa-Exchange-New-York-NY/40.706001,-74.007271_ll/","2 photos","","2","","2 photos","2","http://www.zillow.com/b/Cocoa-Exchange-New-York-NY/40.706001,-74.007271_ll/","Cocoa Exchange","1 Wall Street Ct APT 202, New York, NY Real Estate","","Apartments For Rent","","","1 Wall Street Ct, New York, NY","1","2 matching units","2","","","Studios $2,399+ 1.0 ba 443+ sqft","2399","6"
"http://www.zillow.com/homedetails/151-Avenue-A-APT-4B-New-York-NY-10009/2112336313_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/151-Avenue-A-APT-4B-New-York-NY-10009/2112336313_zpid/","151 Avenue A APT 4B, New York, NY10009","151 Avenue A APT 4B, New York, NY Real Estate","151; 4","Apartment For Rent","$2,400/mo","2400","1 bd • 1 ba","1; 1","","","","","","","6"
"http://www.zillow.com/b/529-Broome-St-New-York-NY/40.72388,-74.00416_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/529-Broome-St-New-York-NY/40.72388,-74.00416_ll/","529 Broome St","529 Broome St APT 34, New York, NY Real Estate","529","Apartments For Rent","","","529 Broome St, New York, NY","529","2 matching units","2","","","1 Bedrooms $2,695+ 1.0 ba -- sqft","2695","6"
"http://www.zillow.com/homedetails/15-Essex-St-APT-5-New-York-NY-10002/2113661571_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/15-Essex-St-APT-5-New-York-NY-10002/2113661571_zpid/","15 Essex St APT 5, New York, NY10002","15 Essex St APT 5, New York, NY Real Estate","15; 5","Apartment For Rent","$2,700/mo","2700","2 bds • 1 ba","2; 1","","","","","","","6"
"http://www.zillow.com/homedetails/57-E-7th-St-2SRO-New-York-NY-10003/2103566972_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/57-E-7th-St-2SRO-New-York-NY-10003/2103566972_zpid/","57 E 7th St # 2SRO, New York, NY10003","57 E 7th St # 2SRO, New York, NY Real Estate","57; 7; 2","Apartment For Rent","$1,580/mo","1580","Studio • 1 ba • 300 sqft","1; 300","","","","","","","6"
"http://www.zillow.com/homedetails/37-Orchard-St-APT-16-New-York-NY-10002/2105297539_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/37-Orchard-St-APT-16-New-York-NY-10002/2105297539_zpid/","37 Orchard St APT 16, New York, NY10002","37 Orchard St APT 16, New York, NY Real Estate","37; 16","Apartment For Rent","$1,995/mo","1995","1 bd • 1 ba","1; 1","","","","","","","6"
"http://www.zillow.com/homedetails/34-Orchard-St-APT-4-New-York-NY-10002/2117961335_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/34-Orchard-St-APT-4-New-York-NY-10002/2117961335_zpid/","34 Orchard St APT 4, New York, NY10002","34 Orchard St APT 4, New York, NY Real Estate","34; 4","Apartment For Rent","$2,850/mo","2850","2 bds • 1 ba • 600 sqft","2; 1; 600","","","","","","","6"
"http://www.zillow.com/homedetails/79-Rivington-St-APT-2B-New-York-NY-10002/2100829900_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/79-Rivington-St-APT-2B-New-York-NY-10002/2100829900_zpid/","79 Rivington St APT 2B, New York, NY10002","79 Rivington St APT 2B, New York, NY Real Estate","79; 2","Apartment For Rent","$2,750/mo","2750","1 bd • 1 ba • 400 sqft","1; 1; 400","","","","","","","6"
"http://www.zillow.com/homedetails/188-Orchard-St-APT-9-New-York-NY-10002/2127587471_zpid/","8 photos","","8","","8 photos","8","http://www.zillow.com/homedetails/188-Orchard-St-APT-9-New-York-NY-10002/2127587471_zpid/","188 Orchard St APT 9, New York, NY10002","188 Orchard St APT 9, New York, NY Real Estate","188; 9","Apartment For Rent","$2,995/mo","2995","1 bd • 1 ba","1; 1","","","","","","","6"
"http://www.zillow.com/homedetails/221-E-Broadway-FRNT-1-New-York-NY-10002/2100829970_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/221-E-Broadway-FRNT-1-New-York-NY-10002/2100829970_zpid/","221 E Broadway FRNT 1, New York, NY10002","221 E Broadway FRNT 1, New York, NY Real Estate","221; 1","Apartment For Rent","$2,995/mo","2995","2 bds • 1 ba","2; 1","","","","","","","6"
"http://www.zillow.com/b/166-Suffolk-St-New-York-NY/40.7207,-73.98502_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/166-Suffolk-St-New-York-NY/40.7207,-73.98502_ll/","166 Suffolk St","166 Suffolk St APT 3C, New York, NY Real Estate","166","Apartments For Rent","","","166 Suffolk St, New York, NY","166","2 matching units","2","","","Studios $1,950+ 1.0 ba -- sqft","1950","6"
"http://www.zillow.com/homedetails/107-Saint-Marks-Pl-APT-5D-New-York-NY-10009/2126872261_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/107-Saint-Marks-Pl-APT-5D-New-York-NY-10009/2126872261_zpid/","107 Saint Marks Pl APT 5D, New York, NY10009","107 Saint Marks Pl APT 5D, New York, NY Real Estate","107; 5","Apartment For Rent","$2,650/mo","2650","Studio • 1 ba • Built 1920","1; 1920","","","","","","","6"
"http://www.zillow.com/b/97-E-7th-St-New-York-NY/40.7269,-73.98498_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/97-E-7th-St-New-York-NY/40.7269,-73.98498_ll/","97 E 7th St","97 E 7th St APT 16A, New York, NY Real Estate","97; 7","Apartments For Rent","","","97 E 7th St, New York, NY","97; 7","3 matching units","3","","","1 Bedrooms $2,995 1.0 ba 750 sqft; 2 Bedrooms $2,895+ 1.0 ba -- sqft","2995; 2895","6"
"http://www.zillow.com/b/99-John-St-New-York-NY/40.708058,-74.006169_ll/","13 photos","","13","","13 photos","13","http://www.zillow.com/b/99-John-St-New-York-NY/40.708058,-74.006169_ll/","99 John St","99 John St APT 904, New York, NY Real Estate","99","Apartments For Rent","","","99 John St, New York, NY","99","5 matching units","5","","","Studios $2,600+ 1.0 ba 499+ sqft","2600","6"
"http://www.zillow.com/homedetails/336-E-5th-St-APT-6RW-New-York-NY-10003/2115353499_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/336-E-5th-St-APT-6RW-New-York-NY-10003/2115353499_zpid/","336 E 5th St APT 6RW, New York, NY10003","336 E 5th St APT 6RW, New York, NY Real Estate","336; 5; 6","Apartment For Rent","$2,350/mo","2350","2 bds • 1 ba • 550 sqft","2; 1; 550","","","","","","","6"
"http://www.zillow.com/homedetails/312-E-6th-St-APT-D3-New-York-NY-10003/2100837693_zpid/","2 photos","","2","","2 photos","2","http://www.zillow.com/homedetails/312-E-6th-St-APT-D3-New-York-NY-10003/2100837693_zpid/","312 E 6th St APT D3, New York, NY10003","312 E 6th St APT D3, New York, NY Real Estate","312; 6","Apartment For Rent","$1,975/mo","1975","Studio • 1 ba","1","","","","","","","6"
"http://www.zillow.com/homedetails/327-E-3rd-St-FRNT-3-New-York-NY-10009/2109760285_zpid/","","","","","","","http://www.zillow.com/homedetails/327-E-3rd-St-FRNT-3-New-York-NY-10009/2109760285_zpid/","327 E 3rd St FRNT 3, New York, NY10009","327 E 3rd St FRNT 3, New York, NY Real Estate","327; 3; 3","Apartment For Rent","$2,490/mo","2490","2 bds • 1 ba","2; 1","","","","","","","6"
"http://www.zillow.com/homedetails/180-Prince-St-APT-10-New-York-NY-10012/2113065083_zpid/","10 photos","","10","","10 photos","10","http://www.zillow.com/homedetails/180-Prince-St-APT-10-New-York-NY-10012/2113065083_zpid/","180 Prince St APT 10, New York, NY10012","180 Prince St APT 10, New York, NY Real Estate","180; 10","Apartment For Rent","$2,695/mo","2695","Studio","","","","","","","","7"
"http://www.zillow.com/b/20-West-St-New-York-NY/40.70546,-74.017167_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/20-West-St-New-York-NY/40.70546,-74.017167_ll/","20 West St","20 West St APT 15A, New York, NY Real Estate","20","Apartments For Rent","","","20 West St, New York, NY","20","2 matching units","2","","","Studios $2,500+ 1.0 ba 457+ sqft","2500","7"
"http://www.zillow.com/b/61-E-7th-St-New-York-NY/40.72771,-73.98691_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/61-E-7th-St-New-York-NY/40.72771,-73.98691_ll/","61 E 7th St","61 E 7th St # 5, New York, NY Real Estate","61; 7","Apartments For Rent","","","61 E 7th St, New York, NY","61; 7","2 matching units","2","","","Studios $2,095 1.0 ba -- sqft; 1 Bedrooms $2,395 1.0 ba -- sqft","2095; 2395","7"
"http://www.zillow.com/homedetails/137-Sullivan-St-APT-24-New-York-NY-10012/2125360210_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/137-Sullivan-St-APT-24-New-York-NY-10012/2125360210_zpid/","137 Sullivan St APT 24, New York, NY10012","137 Sullivan St APT 24, New York, NY Real Estate","137; 24","Apartment For Rent","$2,795/mo","2795","2 bds • 1 ba","2; 1","","","","","","","7"
"http://www.zillow.com/homedetails/121-Reade-St-APT-4A-New-York-NY-10013/2111104180_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/121-Reade-St-APT-4A-New-York-NY-10013/2111104180_zpid/","121 Reade St APT 4A, New York, NY10013","121 Reade St APT 4A, New York, NY Real Estate","121; 4","Apartment For Rent","$2,925/mo","2925","Studio • 1 ba","1","","","","","","","7"
"http://www.zillow.com/b/33-Gold-St-New-York-NY/40.70853,-74.00624_ll/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/33-Gold-St-New-York-NY/40.70853,-74.00624_ll/","33 Gold St","33 Gold St APT L3, New York, NY Real Estate","33","Apartments For Rent","","","33 Gold St, New York, NY","33","11 matching units","11","","","Studios $2,275+ 1.0 ba -- sqft; 1 Bedrooms $2,400+ 1.0 ba -- sqft; 2 Bedrooms $2,350+ 1.0 ba -- sqft","2275; 2400; 2350","7"
"http://www.zillow.com/b/340-E-5th-St-New-York-NY/40.72582,-73.98727_ll/","","","","","","","http://www.zillow.com/b/340-E-5th-St-New-York-NY/40.72582,-73.98727_ll/","340 E 5th St","340 E 5th St # 2FL, New York, NY Real Estate","340; 5","Apartments For Rent","","","340 E 5th St, New York, NY","340; 5","3 matching units","3","","","2 Bedrooms $2,350+ 1.0 ba 600 sqft","2350","7"
"http://www.zillow.com/homedetails/65-Rivington-St-APT-8-New-York-NY-10002/2113137057_zpid/","10 photos","","10","","10 photos","10","http://www.zillow.com/homedetails/65-Rivington-St-APT-8-New-York-NY-10002/2113137057_zpid/","65 Rivington St APT 8, New York, NY10002","65 Rivington St APT 8, New York, NY Real Estate","65; 8","Apartment For Rent","$2,600/mo","2600","2 bds • 1 ba • 650 sqft","2; 1; 650","","","","","","","7"
"http://www.zillow.com/homedetails/90-West-St-APT-14C-New-York-NY-10006/2111284133_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/90-West-St-APT-14C-New-York-NY-10006/2111284133_zpid/","90 West St APT 14C, New York, NY10006","90 West St APT 14C, New York, NY Real Estate","90; 14","Apartment For Rent","$2,550/mo","2550","Studio • 1 ba • 425 sqft","1; 425","","","","","","","7"
"http://www.zillow.com/b/542-E-11th-St-New-York-NY/40.72749,-73.98013_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/542-E-11th-St-New-York-NY/40.72749,-73.98013_ll/","542 E 11th St","542 E 11th St APT 2C, New York, NY Real Estate","542; 11","Apartments For Rent","","","542 E 11th St, New York, NY","542; 11","2 matching units","2","","","Studios $1,949+ 1.0 ba -- sqft","1949","7"
"http://www.zillow.com/b/gateway-new-york-ny-5Xj6Qm/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/gateway-new-york-ny-5Xj6Qm/","Gateway","395 S End Ave APT 29P, New York, NY Real Estate","","Apartments For Rent","","","395 S End Ave, New York, NY","395","3 matching units","3","","","Studios $2,626+ 1.0 ba 574+ sqft","2626","7"
"http://www.zillow.com/homedetails/73-E-3rd-St-APT-E1-New-York-NY-10003/2120733025_zpid/","8 photos","","8","","8 photos","8","http://www.zillow.com/homedetails/73-E-3rd-St-APT-E1-New-York-NY-10003/2120733025_zpid/","73 E 3rd St APT E1, New York, NY10003","73 E 3rd St APT E1, New York, NY Real Estate","73; 3","Apartment For Rent","$2,800/mo","2800","1 bd • 1 ba","1; 1","","","","","","","7"
"http://www.zillow.com/homedetails/67-E-3rd-St-APT-1B-New-York-NY-10003/2127162980_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/67-E-3rd-St-APT-1B-New-York-NY-10003/2127162980_zpid/","67 E 3rd St APT 1B, New York, NY10003","67 E 3rd St APT 1B, New York, NY Real Estate","67; 3; 1","Apartment For Rent","$2,250/mo","2250","Studio • 1 ba • 350 sqft • Built 1987","1; 350; 1987","","","","","","","7"
"http://www.zillow.com/homedetails/190-6th-Ave-APT-5FS-New-York-NY-10013/2100860543_zpid/","11 photos","","11","","11 photos","11","http://www.zillow.com/homedetails/190-6th-Ave-APT-5FS-New-York-NY-10013/2100860543_zpid/","190 6th Ave APT 5FS, New York, NY10013","190 6th Ave APT 5FS, New York, NY Real Estate","190; 6; 5","Apartment For Rent","$2,995/mo","2995","1 bd • 1 ba","1; 1","","","","","","","7"
"http://www.zillow.com/b/63-Wall-St-New-York-NY/40.70563,-74.00877_ll/","7 photos","","7","","7 photos","7","http://www.zillow.com/b/63-Wall-St-New-York-NY/40.70563,-74.00877_ll/","63 Wall St","63 Wall St APT 2106, New York, NY Real Estate","63","Apartments For Rent","","","63 Wall St, New York, NY","63","4 matching units","4","","","Studios $2,595+ 1.0 ba -- sqft; 1 Bedrooms $2,950 1.0 ba -- sqft","2595; 2950","7"
"http://www.zillow.com/homedetails/66-Pearl-St-APT-302-New-York-NY-10004/2100861463_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/66-Pearl-St-APT-302-New-York-NY-10004/2100861463_zpid/","66 Pearl St APT 302, New York, NY10004","66 Pearl St APT 302, New York, NY Real Estate","66; 302","Apartment For Rent","$3,000/mo","3000","Studio • 1 ba","1","","","","","","","7"
"http://www.zillow.com/b/305-Spring-St-New-York-NY/40.72614,-74.00835_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/305-Spring-St-New-York-NY/40.72614,-74.00835_ll/","305 Spring St","305 Spring St APT 3A, New York, NY Real Estate","305","Apartments For Rent","","","305 Spring St, New York, NY","305","2 matching units","2","","","Studios $2,450+ 1.0 ba 500+ sqft","2450","7"
"http://www.zillow.com/b/90-Rivington-St-New-York-NY/40.72038,-73.98872_ll/","2 photos","","2","","2 photos","2","http://www.zillow.com/b/90-Rivington-St-New-York-NY/40.72038,-73.98872_ll/","90 Rivington St","90 Rivington St APT 4A, New York, NY Real Estate","90","Apartments For Rent","","","90 Rivington St, New York, NY","90","2 matching units","2","","","1 Bedrooms $2,020+ 1.0 ba -- sqft","2020","7"
"http://www.zillow.com/homedetails/20-Orchard-St-APT-1F-New-York-NY-10002/2128186639_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/20-Orchard-St-APT-1F-New-York-NY-10002/2128186639_zpid/","20 Orchard St APT 1F, New York, NY10002","20 Orchard St APT 1F, New York, NY Real Estate","20; 1","Apartment For Rent","$2,800/mo","2800","1 bd • 1 ba • 750 sqft","1; 1; 750","","","","","","","7"
"http://www.zillow.com/homedetails/58-E-1st-St-APT-5F-New-York-NY-10003/2118194801_zpid/","1 photo","","1","","1 photo","1","http://www.zillow.com/homedetails/58-E-1st-St-APT-5F-New-York-NY-10003/2118194801_zpid/","58 E 1st St APT 5F, New York, NY10003","58 E 1st St APT 5F, New York, NY Real Estate","58; 1; 5","Apartment For Rent","$2,250/mo","2250","1 bd • 1 ba","1; 1","","","","","","","7"
"http://www.zillow.com/b/167-Ludlow-St-New-York-NY/40.72165,-73.98782_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/167-Ludlow-St-New-York-NY/40.72165,-73.98782_ll/","167 Ludlow St","167 Ludlow St APT GA, New York, NY Real Estate","167","Apartments For Rent","","","167 Ludlow St, New York, NY","167","2 matching units","2","","","1 Bedrooms $2,295+ 1.0 ba -- sqft","2295","7"
"http://www.zillow.com/b/206-Rivington-St-New-York-NY/40.71861,-73.9828_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/206-Rivington-St-New-York-NY/40.71861,-73.9828_ll/","206 Rivington St","206 Rivington St APT 1C, New York, NY Real Estate","206","Apartments For Rent","","","206 Rivington St, New York, NY","206","2 matching units","2","","","1 Bedrooms $2,350 1.0 ba -- sqft; 2 Bedrooms $2,950 1.0 ba -- sqft","2350; 2950","7"
"http://www.zillow.com/homedetails/166-Elizabeth-St-APT-3D-New-York-NY-10012/2109347593_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/166-Elizabeth-St-APT-3D-New-York-NY-10012/2109347593_zpid/","166 Elizabeth St APT 3D, New York, NY10012","166 Elizabeth St APT 3D, New York, NY Real Estate","166; 3","Apartment For Rent","$2,895/mo","2895","1 bd • 1 ba","1; 1","","","","","","","7"
"http://www.zillow.com/homedetails/191-Henry-St-APT-7-New-York-NY-10002/2120584803_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/191-Henry-St-APT-7-New-York-NY-10002/2120584803_zpid/","191 Henry St APT 7, New York, NY10002","191 Henry St APT 7, New York, NY Real Estate","191; 7","Apartment For Rent","$2,050/mo","2050","1 bd • 1 ba","1; 1","","","","","","","7"
"http://www.zillow.com/b/80-John-St-New-York-NY/40.708278,-74.006828_ll/","8 photos","","8","","8 photos","8","http://www.zillow.com/b/80-John-St-New-York-NY/40.708278,-74.006828_ll/","80 John St","80 John St APT 10H, New York, NY Real Estate","80","Apartments For Rent","","","80 John St, New York, NY","80","2 matching units","2","","","Studios $2,700+ 1.0 ba 469+ sqft","2700","7"
"http://www.zillow.com/b/748-E-9th-St-New-York-NY/40.72475,-73.97684_ll/","","","","","","","http://www.zillow.com/b/748-E-9th-St-New-York-NY/40.72475,-73.97684_ll/","748 E 9th St","748 E 9th St APT 1D, New York, NY Real Estate","748; 9","Apartments For Rent","","","748 E 9th St, New York, NY","748; 9","2 matching units","2","","","2 Bedrooms $2,800+ 1.0 ba 575 sqft","2800","8"
"http://www.zillow.com/homedetails/520-E-11th-St-APT-25-New-York-NY-10009/2127581731_zpid/","11 photos","","11","","11 photos","11","http://www.zillow.com/homedetails/520-E-11th-St-APT-25-New-York-NY-10009/2127581731_zpid/","520 E 11th St APT 25, New York, NY10009","520 E 11th St APT 25, New York, NY Real Estate","520; 11; 25","Apartment For Rent","$2,290/mo","2290","1 bd • 1 ba • Built 1900","1; 1; 1900","","","","","","","8"
"http://www.zillow.com/homedetails/173-Ludlow-St-4S-New-York-NY-10002/2100878309_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/173-Ludlow-St-4S-New-York-NY-10002/2100878309_zpid/","173 Ludlow St # 4S, New York, NY10002","173 Ludlow St # 4S, New York, NY Real Estate","173; 4","Apartment For Rent","$2,695/mo","2695","1 bd • 1 ba","1; 1","","","","","","","8"
"http://www.zillow.com/homedetails/165-Ludlow-St-2W-New-York-NY-10002/2100881701_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/165-Ludlow-St-2W-New-York-NY-10002/2100881701_zpid/","165 Ludlow St # 2W, New York, NY10002","165 Ludlow St # 2W, New York, NY Real Estate","165; 2","Apartment For Rent","$2,595/mo","2595","1 bd • 1 ba","1; 1","","","","","","","8"
